u_11,u_20,u_02,u_21,u_12,u_30,u_03,eta_11,eta_20,eta_02,eta_21,eta_12,eta_30,eta_03,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,caracter
-7064.121951220,8169.951219512,33096.195121951,-31102.202062264,28678.100535396,17434.485028753,73775.621257188,-0.051880656,0.060002139,0.243066628,-0.011891187,0.010964390,0.006665661,0.028206355,0.303068767,0.044279017,0.004768526,0.000577003,-0.000000469,-0.000067862,0.000000834,f
-7799.184549356,17174.841201717,36607.555793991,-7291.173294774,1142.046602442,-19926.316196652,68427.284643297,-0.035915123,0.079089876,0.168577225,-0.001555366,0.000243623,-0.004250717,0.014597030,0.247667101,0.013167570,0.000395884,0.000186142,0.000000021,0.000021291,-0.000000046,f
-3999.707048458,13022.328193833,33930.301762115,-11727.281880106,10043.115624212,-3664.599351821,44987.475499235,-0.019405126,0.063179609,0.164617505,-0.002670286,0.002286803,-0.000834424,0.010243585,0.227797114,0.011795883,0.000392435,0.000059464,0.000000009,0.000004750,0.000000002,f
-8339.285714286,11481.888619855,35770.571428571,-44168.096506399,13300.728121757,22101.229051000,153045.551020408,-0.048890981,0.067315213,0.209713204,-0.012741881,0.003837075,0.006375897,0.044151512,0.277028417,0.029838500,0.006812367,0.001090870,0.000001893,0.000062898,0.000002294,f
-1137.241935484,2785.096774194,13474.479838710,-3849.053069719,3364.789932362,-793.798126951,-3487.489951873,-0.018490536,0.045283181,0.219082984,-0.003973971,0.003473992,-0.000819560,-0.003600674,0.264366165,0.031573971,0.000195615,0.000064421,0.000000003,0.000010234,0.000000007,f
-5650.000000000,12784.979166667,44800.000000000,-1358.472222222,67338.444444444,29601.353877315,14050.000000000,-0.030274777,0.068506618,0.240054870,-0.000350220,0.017360160,0.007631365,0.003622154,0.308561488,0.033095051,0.001997559,0.000635282,-0.000000687,-0.000115211,0.000000202,f
-2704.187500000,12148.250000000,40270.997767857,-29999.652901786,1095.259765625,-2186.343750000,104181.532216598,-0.013473511,0.060528191,0.200648705,-0.007061894,0.000257823,-0.000514664,0.024524248,0.261176896,0.020359901,0.002091057,0.000305000,0.000000243,0.000042960,-0.000000018,f
-9585.034682081,29449.576107900,40713.433526012,-29776.804737879,42522.882922917,-77466.309673635,59923.498145611,-0.035584345,0.109331255,0.151148212,-0.004852435,0.006929538,-0.012623927,0.009765147,0.260479467,0.006813640,0.001707980,0.000056561,-0.000000016,0.000003635,0.000000006,f
8644.494736842,10986.747368421,37016.989473684,-41023.197340720,-49711.657839335,-20908.924986149,-118486.978836565,0.059864922,0.076085508,0.256350343,-0.014573723,-0.017660348,-0.007428014,-0.042093170,0.332435851,0.046830646,0.002077729,0.003840563,0.000010168,0.000805827,-0.000003783,f
-5674.677966102,14575.244552058,31805.186440678,-21100.203471909,30602.502564945,-24111.564809549,70996.179833381,-0.033269105,0.085450724,0.186465222,-0.006087115,0.008828396,-0.006955851,0.020481410,0.271915946,0.014631262,0.002619304,0.000210702,0.000000148,0.000016989,-0.000000050,f
-5528.899297424,14551.241217799,33752.711943794,-12705.281573420,17323.791706202,-26814.172369727,18937.648700975,-0.030323752,0.079807607,0.185119822,-0.003372210,0.004598046,-0.007116963,0.005026392,0.264927429,0.014768782,0.000666585,0.000009081,-0.000000001,0.000000125,0.000000000,f
-3088.894273128,13371.209251101,44361.779735683,-26653.863028586,-19587.700188244,6557.202623765,116327.399988356,-0.014986194,0.064872253,0.215227249,-0.006069047,-0.004460092,0.001493066,0.026487587,0.280099502,0.023504969,0.002218835,0.000425720,0.000000411,0.000064993,-0.000000046,f
-6264.285140562,25983.919678715,33543.437751004,6658.210786923,75768.436847793,-76219.004145095,28110.106030549,-0.025258807,0.104772180,0.135253616,0.001203051,0.013690363,-0.013771775,0.005079128,0.240025796,0.003481147,0.003009901,0.000039472,-0.000000000,0.000001254,-0.000000014,f
-9835.509433962,18430.016981132,46765.283018868,-42604.415663937,65664.168031328,1904.308195088,-7898.097543610,-0.035014274,0.065610598,0.166483742,-0.006588172,0.010154038,0.000294474,-0.001221329,0.232094340,0.015079389,0.001253936,0.000170160,0.000000062,0.000006568,-0.000000048,f
578.413602941,22917.601102941,44189.101102941,-15616.792637598,21701.558695123,3188.589945124,45534.878318286,0.001954523,0.077441072,0.149319789,-0.002262531,0.003144081,0.000461957,0.006597007,0.226760861,0.005181831,0.000259614,0.000031791,0.000000000,0.000000538,0.000000003,f
-4547.313664596,41098.812111801,52301.559006211,-24558.911644998,37028.338046371,18989.751760156,75940.079356507,-0.010964357,0.099096322,0.126108076,-0.002333428,0.003518192,0.001804283,0.007215333,0.225204398,0.001210503,0.000278651,0.000052162,-0.000000002,-0.000001261,0.000000006,f
6623.842857143,5503.396428571,21945.485714286,1306.506836735,-5787.540612245,-2070.364974490,-13175.135510204,0.084487792,0.070196383,0.279916910,0.000995902,-0.004411629,-0.001578163,-0.010042920,0.350113293,0.072535447,0.000305676,0.000117726,0.000000012,0.000027955,0.000000019,f
-1356.486046512,12847.369767442,32573.462790698,22219.025678745,13698.990438074,21901.980486750,38394.972785289,-0.007336323,0.069482800,0.176167998,0.005795006,0.003572872,0.005712316,0.010013899,0.245650798,0.011597018,0.000079396,0.000336136,0.000000032,0.000013158,-0.000000045,f
-1798.243801653,5324.483471074,11251.028925620,-13696.037087631,-3990.776381395,15407.512123489,29390.748787651,-0.030705618,0.090917346,0.192115104,-0.015033376,-0.004380453,0.016911966,0.032260585,0.283032450,0.014012326,0.006887882,0.000453816,-0.000000509,-0.000012374,0.000000621,f
-3304.407185629,7967.305389222,26395.209580838,-4016.097099215,54448.732260031,-126.879271397,-120995.882534334,-0.029621062,0.071419784,0.236609502,-0.001969872,0.026706785,-0.000062234,-0.059347773,0.308029285,0.030797272,0.009284884,0.004469786,0.000027922,0.000697393,-0.000007035,f
-5766.849315068,20283.041095890,32999.052511416,-10151.386188778,43419.278038405,-52064.458997936,61727.304101249,-0.030060097,0.105726742,0.172009823,-0.002528367,0.010814273,-0.012967495,0.015374183,0.277736565,0.008007885,0.002589225,0.000169651,-0.000000003,0.000013956,-0.000000112,f
-7499.625592417,14320.274881517,34926.872037915,-4573.189887918,15759.699849510,-18762.185844882,60103.508726219,-0.042112855,0.080413035,0.196125828,-0.001250081,0.004307912,-0.005128641,0.016429286,0.276538863,0.020483421,0.000733102,0.000231082,0.000000060,0.000028682,-0.000000074,f
-17174.700197239,26118.998027613,66536.429980276,64884.854175663,88932.518356423,-87706.661399188,-69100.032779742,-0.066814888,0.101610969,0.258847263,0.011210460,0.015365288,-0.015153491,-0.011938736,0.360458232,0.042580169,0.005828119,0.000000575,0.000000000,0.000000118,0.000000000,f
398.343891403,19957.728506787,42502.497737557,-48599.702585942,-26664.441882845,-60073.849470732,78732.228496550,0.002038983,0.102156633,0.217555423,-0.011832539,-0.006491975,-0.014626142,0.019168886,0.319712057,0.013333511,0.003011947,0.000499797,-0.000000544,-0.000046518,0.000000283,f
-399.990291262,12354.650485437,32217.194174757,25936.213026675,-2648.428786879,33273.457253276,43501.666980865,-0.002356433,0.072784019,0.189798721,0.007527721,-0.000768679,0.009657281,0.012625915,0.262582740,0.013714652,0.000242268,0.000485176,-0.000000155,0.000036594,-0.000000060,f
4853.383620690,4071.754310345,27653.892241379,906.698090071,-58737.505759512,9741.824799346,-102936.031993162,0.090171366,0.075649419,0.513783670,0.001105968,-0.071646592,0.011882843,-0.125558888,0.589433088,0.224485123,0.068057729,0.019060235,0.000658021,0.007903865,0.000195628,f
-1220.679389313,9052.702290076,31954.218829517,2286.712681856,7495.849251210,11272.067595128,-13146.863948618,-0.007903446,0.058612890,0.206891717,0.000746845,0.002448158,0.003681478,-0.004293790,0.265504607,0.022236468,0.000056115,0.000050153,-0.000000002,-0.000003018,-0.000000001,f
2513.444219067,28484.673427992,35968.085192698,-45331.932655555,101974.677674050,-93781.034532132,28921.851379763,0.010341307,0.117197246,0.147986970,-0.008400148,0.018896225,-0.017377917,0.005359309,0.265184216,0.001375778,0.006419758,0.000011552,0.000000003,0.000000023,0.000000002,f
-2428.218508997,8146.385604113,26903.290488432,-8264.465269196,11955.847628551,8914.417615533,45443.650953932,-0.016046805,0.053835129,0.177789537,-0.002769113,0.004005958,0.002986888,0.015226469,0.231624666,0.016394695,0.000635399,0.000204086,0.000000029,0.000007583,0.000000068,f
2375.246653920,32772.512428298,56745.510516252,-73129.440922170,-114589.583378728,-83752.446965405,14246.015939811,0.008683711,0.119813667,0.207457017,-0.011690633,-0.018318543,-0.013388850,0.002277399,0.327270684,0.007982984,0.003122767,0.001093968,0.000000055,-0.000069980,0.000002021,f
-2543.250000000,8043.125000000,29122.712765957,-1394.639627660,22736.864361702,9246.093750000,34346.459144410,-0.017989263,0.056891728,0.205994743,-0.000508736,0.008293941,0.003372785,0.012528883,0.262886471,0.023526163,0.000660184,0.000280596,0.000000030,-0.000008843,0.000000117,f
-3085.710327456,9583.123425693,28438.700251889,-15697.437005501,-10660.732045759,9247.131331333,41846.802213072,-0.019578262,0.060803148,0.180438301,-0.004998647,-0.003394773,0.002944630,0.013325577,0.241241450,0.015845803,0.000974478,0.000069540,0.000000017,0.000008565,0.000000005,f
-5872.435294118,34699.992156863,37596.841176471,22353.705374856,39118.703206459,-188116.235232604,-32548.783806228,-0.022577606,0.133410197,0.144547640,0.003805608,0.006659767,-0.032025863,-0.005541270,0.277957837,0.002163036,0.002992114,0.000646451,0.000000780,-0.000011109,-0.000000447,f
-3947.998127341,27594.705992509,61886.031835206,-7238.938447727,-14766.680203117,-86973.075691903,174794.069505814,-0.013845047,0.096770561,0.217025179,-0.001098555,-0.002240937,-0.013198716,0.026526109,0.313795739,0.015227914,0.000931276,0.000884943,-0.000000222,0.000070827,-0.000000772,f
-8944.789473684,21175.719298246,26615.699248120,50396.941168711,69482.594248780,-131614.381040320,-92505.202668326,-0.056185511,0.133012477,0.167182990,0.015847908,0.021849615,-0.041387682,-0.029089343,0.300195467,0.013794870,0.017308048,0.000557072,-0.000001286,-0.000065196,-0.000001157,f
-357.645161290,11181.419354839,41832.481566820,-42265.383826372,-2020.213468114,13475.275754423,135237.512794920,-0.001898772,0.059363224,0.222092641,-0.010771111,-0.000514841,0.003434103,0.034464569,0.281455865,0.026495285,0.004484075,0.000569902,0.000000823,0.000089441,0.000000390,f
-5920.650000000,13192.100000000,39159.088636364,-33774.076818182,55393.724318182,4589.430000000,21008.991725205,-0.030581870,0.068141012,0.202268020,-0.008316715,0.013640456,0.001130127,0.005173370,0.270409032,0.021731057,0.002490769,0.000228051,-0.000000050,-0.000022258,-0.000000165,f
-2744.428571429,5484.314868805,26596.000000000,-23555.554768846,25040.615160350,5113.841987607,82190.571428571,-0.023327258,0.046615907,0.226062270,-0.010810805,0.011492372,0.002346994,0.037721304,0.272678177,0.034377641,0.005953889,0.000915703,0.000001163,0.000060831,0.000001794,f
-2512.101522843,9400.073604061,33038.071065990,19250.976938339,26993.008528950,11791.821922750,-22454.969929656,-0.016182467,0.060553439,0.212824803,0.006247586,0.008760134,0.003826840,-0.007287389,0.273378241,0.024234057,0.001181731,0.000159513,-0.000000057,-0.000023113,0.000000040,f
-880.975609756,31795.957317073,41320.747967480,42451.413444378,-30867.654372397,-92048.665600833,137021.504395531,-0.003639433,0.131353515,0.170701748,0.007906411,-0.005748981,-0.017143707,0.025519724,0.302055263,0.001601265,0.000003252,0.001641382,-0.000000021,0.000034482,-0.000000118,f
-13048.494000000,33535.862000000,41519.478000000,-7050.336087999,11531.069655999,-160979.603975999,26079.377927999,-0.052193976,0.134143448,0.166077912,-0.001261202,0.002062740,-0.028796907,0.004665221,0.300221360,0.011916655,0.001295342,0.000726303,0.000000575,-0.000003455,0.000000408,f
-3156.912568306,7715.300546448,30141.489071038,-37829.266296396,-11133.940756666,12600.348950402,162504.845053599,-0.023566787,0.057595782,0.225010370,-0.014761320,-0.004344564,0.004916770,0.063410854,0.282606151,0.030249218,0.011920392,0.002367105,0.000012322,0.000393554,0.000002504,f
-2349.214477212,8098.632707775,30098.750670241,-11980.576939387,43469.395963459,8505.698351889,135435.228068915,-0.016885153,0.058209523,0.216337001,-0.004458673,0.016177504,0.003165468,0.050403369,0.274546524,0.026144733,0.006125979,0.002485066,0.000008125,0.000214606,0.000005291,f
-11831.516605166,43942.095940959,38687.204797048,123237.975041189,-16173.740145151,-182951.459729580,15360.763143203,-0.040275584,0.149582985,0.131694846,0.018019649,-0.002364897,-0.026750855,0.002246025,0.281277831,0.006808476,0.003070944,0.001258425,0.000002019,0.000102876,0.000001429,f
4284.941320293,22538.963325183,29857.506112469,-8360.514565312,16984.178651491,-108894.529121658,56711.474106443,0.025615230,0.134737139,0.178487133,-0.002471296,0.005020376,-0.032188282,0.016763422,0.313224272,0.004538622,0.002817049,0.000942360,-0.000000534,-0.000063139,0.000001440,f
1210.862745098,13489.294117647,37940.723311547,-2967.130847110,-42537.863556752,16270.996539793,18751.856474956,0.005747375,0.064027103,0.180086117,-0.000657363,-0.009424188,0.003604810,0.004154441,0.244113221,0.013601824,0.001053701,0.000046095,-0.000000001,-0.000002979,-0.000000010,f
17715.274298056,25861.412526998,43998.868250540,-151986.302067930,-45829.277983290,-91086.490957182,191987.339876569,0.082639161,0.120639703,0.205248279,-0.032949738,-0.009935519,-0.019747017,0.041621729,0.325887982,0.034475535,0.019833280,0.000956256,-0.000003324,-0.000153269,0.000002509,f
-938.206185567,11383.010309278,32223.123711340,-64297.242640026,11421.285790201,-17332.863641194,123354.150175364,-0.006232106,0.075612514,0.214044556,-0.021682684,0.003851551,-0.005845087,0.041598192,0.289657070,0.019318787,0.011676172,0.000400602,0.000000776,0.000055346,-0.000000385,f
-6485.281767956,8543.823204420,28990.707182320,-34458.285888709,33903.272610726,15995.554775495,78623.751289643,-0.049489345,0.065198126,0.221228802,-0.013820452,0.013597848,0.006415461,0.031534238,0.286426928,0.034142353,0.006510209,0.000714311,-0.000000776,-0.000083715,0.000001331,f
1831.857923497,3975.683060109,10395.453551913,-4011.316969751,-16588.405327122,9885.760757264,-24896.686314909,0.054700287,0.118716088,0.310413973,-0.008854402,-0.036616507,0.021821388,-0.054955837,0.429130061,0.048716565,0.018143370,0.004290642,0.000029557,0.000945149,-0.000023654,f
1036.824945295,16231.531728665,36521.448577681,22766.892094288,44866.325742522,15721.088595109,41889.388342774,0.004964472,0.077718982,0.174870115,0.005099332,0.010049166,0.003521212,0.009382391,0.252589097,0.009536926,0.000743953,0.000393875,0.000000190,0.000006386,0.000000096,f
-14745.743434343,24729.991919192,51795.604040404,81074.168133864,47891.179426588,-81098.962489543,-199230.789723501,-0.060180567,0.100928444,0.211389058,0.014872004,0.008785016,-0.014876553,-0.036546304,0.312317502,0.026688350,0.008287366,0.000506882,0.000000286,0.000016010,0.000000999,f
-19198.792099792,24648.224532225,49720.711018711,56611.820579096,-3440.453494755,-59107.408992873,-33188.319725450,-0.082981972,0.106535780,0.214905326,0.011156923,-0.000678036,-0.011648747,-0.006540675,0.321441105,0.039287989,0.001693357,0.000173259,0.000000091,0.000004730,-0.000000024,f
-12595.380952381,22843.861471861,42402.452380952,26426.605854463,-59189.300350444,-52725.303498810,105184.043083899,-0.059010237,0.107025081,0.198658441,0.005760185,-0.012901442,-0.011492490,0.022926878,0.305683523,0.022325505,0.000772365,0.001418012,0.000001088,0.000186061,-0.000001009,f
-2644.251101322,15687.940528634,32858.273127753,19623.707776204,-733.665062392,27971.404937026,64742.389217721,-0.012828946,0.076112192,0.159416412,0.004468291,-0.000167055,0.006369050,0.014741752,0.235528604,0.007597921,0.000048987,0.000407490,-0.000000039,0.000021423,0.000000042,f
-8460.512953368,14559.836787565,25870.673575130,38109.679830331,46856.042605170,-70950.577143010,-84390.505624312,-0.056783491,0.097719649,0.173633343,0.013018683,0.016006536,-0.024237492,-0.028828718,0.271352992,0.018660348,0.009829430,0.000317706,-0.000000356,-0.000015725,0.000000435,f
-3307.221052632,7853.607894737,24688.989473684,-14481.585706371,826.971357341,7451.854113573,74774.326204986,-0.022903193,0.054387866,0.170976381,-0.005144665,0.000293786,0.002647313,0.026564003,0.225364248,0.015691107,0.001766950,0.000467438,0.000000382,0.000046710,0.000000185,f
-2227.991452991,25365.049145299,40101.914529915,-21523.958835563,-71558.300533275,-122701.011167726,63242.834392577,-0.010172362,0.115809451,0.183093700,-0.004542632,-0.015102380,-0.025896049,0.013347401,0.298903151,0.004941078,0.001104457,0.001758395,-0.000002332,-0.000093192,0.000000753,f
-11602.055900621,29781.838509317,53206.737060041,60033.101847922,-135704.687949282,-120873.614675360,143382.566636233,-0.049732546,0.127660706,0.228072207,0.011709085,-0.026468359,-0.023575650,0.027965882,0.355732913,0.019975774,0.003168210,0.004078506,0.000007884,0.000301562,-0.000012360,f
-20524.821839080,40896.952107280,46468.017241379,83838.154754040,-120358.009248248,-150749.799768060,161044.089575903,-0.075324870,0.150089371,0.170534847,0.013466832,-0.019332977,-0.024214778,0.025868338,0.320624218,0.023113362,0.001352553,0.003443663,0.000006407,0.000508975,-0.000003767,f
-4606.227602906,8407.452784504,51920.082324455,-35561.786127608,-37565.553119265,9964.520798035,76142.669746554,-0.027005069,0.049290626,0.304393426,-0.010259080,-0.010837139,0.002874626,0.021966101,0.353684052,0.067994534,0.004034032,0.000200456,0.000000065,0.000028858,-0.000000168,f
544.366754617,7144.554089710,33364.437994723,-35347.460328179,-8715.355177143,2084.206876867,126095.919674744,0.003789773,0.049738961,0.232276564,-0.012640382,-0.003116643,0.000745320,0.045092364,0.282015525,0.033377426,0.006993157,0.001058754,0.000002867,0.000190043,-0.000000281,f
-14655.072147651,47537.575503356,56713.924496644,61804.541433945,-249115.684670735,-113961.947879599,163199.279035855,-0.041256791,0.133827236,0.159660388,0.007126967,-0.028726679,-0.013141478,0.018819262,0.293487624,0.007475843,0.005341193,0.002426149,0.000001120,0.000151379,-0.000008661,f
-6321.384615385,19720.769230769,36544.914529915,20298.738330045,1778.361604208,-44502.639053255,15247.684345094,-0.028861607,0.090039307,0.166853471,0.004284049,0.000375323,-0.009392282,0.003218024,0.256892778,0.009232385,0.000203450,0.000137587,0.000000005,0.000005887,0.000000022,f
-7138.225653207,11658.555819477,35161.933491686,-17244.397396765,30492.838366969,4613.318893484,6147.174863605,-0.040274122,0.065777985,0.198384874,-0.004741795,0.008384798,0.001268552,0.001690325,0.264162859,0.024072607,0.000823843,0.000102499,-0.000000002,-0.000006377,-0.000000030,f
-16892.424870466,39310.984455959,47686.386873921,-12822.976598925,112627.588391635,-14666.051652394,-67841.959897507,-0.050388899,0.117261864,0.142245092,-0.001589617,0.013962024,-0.001818096,-0.008410116,0.259506956,0.010780326,0.001923313,0.000247470,0.000000068,0.000023290,-0.000000156,f
-7265.379506641,29794.808349146,39762.159392789,5665.277659157,4839.313060573,-56808.960180608,40972.648704313,-0.026159960,0.107280148,0.143168914,0.000888576,0.000759027,-0.008910258,0.006426396,0.250449063,0.004025378,0.000139299,0.000119951,-0.000000013,0.000005775,0.000000009,f
-10725.810101010,17690.270707071,38507.058585859,-42448.316735027,55396.558032854,10418.089468422,50504.218924600,-0.043774350,0.072197819,0.157155631,-0.007786593,0.010161780,0.001911063,0.009264344,0.229353451,0.014882605,0.001880823,0.000147937,-0.000000069,-0.000015321,-0.000000036,f
-8798.054112554,23952.036796537,21689.491341991,-46295.443713573,13221.507880287,54324.052547741,19089.651130976,-0.041219496,0.112216960,0.101616777,-0.010090979,0.002881881,0.011840968,0.004160955,0.213833737,0.006908551,0.001195903,0.000251927,0.000000131,0.000016320,-0.000000045,f
-14771.321041215,23181.657266811,43517.496746204,11262.521261428,-1488.008530922,-45921.265907840,64369.735000304,-0.069505230,0.109079372,0.204767984,0.002468217,-0.000326102,-0.010063789,0.014106829,0.313847356,0.028480219,0.000127465,0.000382682,-0.000000073,0.000063838,-0.000000042,f
-11498.391509434,17235.148584906,37603.349056604,11242.901232645,-4651.973433606,-38858.035032485,94382.755695976,-0.063959547,0.095870131,0.209167792,0.003037133,-0.001256674,-0.010497024,0.025496350,0.305037923,0.029199655,0.000313719,0.000952309,0.000000005,0.000162392,-0.000000520,f
-8709.230125523,21040.351464435,48817.305439331,3256.310463753,-25616.848129410,-28578.721100821,-16391.336986396,-0.038117462,0.092086761,0.213657435,0.000651863,-0.005128094,-0.005721015,-0.003281290,0.305744196,0.020591192,0.000120804,0.000124617,-0.000000015,-0.000017818,0.000000003,f
-12998.680851064,16578.223404255,40437.370212766,-28495.344318696,56342.782888185,4303.628338614,7283.112575825,-0.058844187,0.075048544,0.183057357,-0.005950168,0.011765047,0.000898649,0.001520801,0.258105901,0.025516457,0.001558366,0.000179988,-0.000000005,-0.000001999,-0.000000095,f
-10379.675958188,30848.278745645,41508.789198606,-41102.848413845,96100.784494166,-36997.829814615,-42405.561109154,-0.031503587,0.093628303,0.125984257,-0.005207055,0.012174390,-0.004687017,-0.005372088,0.219612560,0.005016812,0.001803323,0.000167979,0.000000092,0.000011789,-0.000000003,f
-4573.000000000,12832.711904762,28962.000000000,-2043.538095238,13546.528571429,-9218.457947846,50634.000000000,-0.025924036,0.072747800,0.164183673,-0.000565275,0.003747182,-0.002549970,0.014006158,0.236931473,0.011048742,0.000436758,0.000182091,0.000000046,0.000014719,-0.000000023,f
-2046.427312775,18948.848017621,30902.334801762,-4240.224689010,-2443.520580644,39957.349259640,96682.080614799,-0.009928522,0.091932931,0.149926909,-0.000965493,-0.000556386,0.009098233,0.022014375,0.241859840,0.003757604,0.000736487,0.000516019,0.000000002,0.000014323,0.000000318,f
896.943765281,11804.870415648,32595.843520782,-6144.112648776,7180.716626515,16874.709058411,79886.717594945,0.005361899,0.070569105,0.194856819,-0.001816147,0.002122558,0.004988018,0.023613823,0.265425924,0.015562436,0.000846519,0.000525699,0.000000218,0.000056094,0.000000274,f
-16569.324125230,27881.815837937,45229.749539595,-49587.739992335,82218.308147560,-7129.120349738,-26995.819059925,-0.056195965,0.094563033,0.153399705,-0.007217300,0.011966550,-0.001037615,-0.003929135,0.247962738,0.016093700,0.001678458,0.000243685,0.000000148,0.000027665,-0.000000047,f
-3138.866666667,7245.189333333,29693.333333333,763.094577778,16206.111111111,-5817.283086222,28749.777777778,-0.022320830,0.051521346,0.211152593,0.000280221,0.005951147,-0.002136201,0.010557384,0.262673939,0.027475013,0.000494000,0.000132007,0.000000034,0.000012735,-0.000000003,f
1362.583072100,5819.040752351,22891.880877743,-2613.231493401,7746.169416574,5795.266575604,3504.307249339,0.013390032,0.057183408,0.224957311,-0.001437809,0.004261969,0.003188576,0.001928082,0.282140718,0.028865254,0.000131065,0.000055751,-0.000000004,-0.000009077,-0.000000002,f
-12504.185585586,32664.349549550,41463.938738739,-18782.017203148,76216.793744013,-68756.379248437,3587.861452803,-0.040594710,0.106044475,0.134612251,-0.002588271,0.010503117,-0.009475029,0.000494428,0.240656727,0.007407840,0.001747935,0.000005441,0.000000000,0.000000445,0.000000000,f
-5951.761904762,12309.961904762,31571.511904762,-21594.104988662,12371.238321995,4277.713560091,81843.141439909,-0.033740147,0.069784365,0.178976825,-0.005973268,0.003422078,0.001183283,0.022639095,0.248761189,0.016476583,0.001727524,0.000298959,0.000000179,0.000017654,0.000000119,f
-591.631090487,12211.271461717,33839.962877030,-62451.742857758,14996.956029522,-12553.505612050,167745.819714579,-0.003184905,0.065736465,0.182169362,-0.016193898,0.003888749,-0.003255156,0.043496923,0.247905827,0.013597194,0.008701120,0.000745857,0.000001892,0.000086528,-0.000000173,f
-3126.337236534,13099.962529274,28242.964871194,-676.123414268,14095.441964800,13912.149180876,57903.675575471,-0.017146681,0.071847937,0.154901112,-0.000179455,0.003741183,0.003692534,0.015368676,0.226749049,0.008073865,0.000309750,0.000285973,0.000000051,0.000006828,0.000000068,f
-1210.476658477,10768.653562654,29281.911547912,-31200.891282169,-2060.452329927,10574.749258975,99814.892936269,-0.007307479,0.065008866,0.176770832,-0.009336433,-0.000616562,0.003164347,0.029868219,0.241779697,0.012704334,0.003374948,0.000428045,0.000000462,0.000044859,0.000000227,f
-3716.202830189,10287.235849057,32842.884433962,-28082.375711997,24395.358112318,1718.199270203,65400.158296992,-0.020671296,0.057222521,0.182687814,-0.007586111,0.006590108,0.000464151,0.017667055,0.239910334,0.017450750,0.002006940,0.000151388,0.000000015,0.000000627,0.000000082,f
-7196.518134715,9323.505181347,32273.813471503,-40430.298531504,31561.733979435,16330.487959408,100630.342989074,-0.048300076,0.062575540,0.216608590,-0.013811431,0.010781833,0.005578673,0.034376424,0.279184130,0.033057770,0.006463728,0.000690585,-0.000000154,-0.000041089,0.000001451,f
-9866.173410405,24344.173410405,35378.173410405,-5037.051154399,19185.213004110,-17854.278325370,61329.792776237,-0.036628069,0.090377499,0.131341113,-0.000820839,0.003126427,-0.002909537,0.009994317,0.221718611,0.007044480,0.000306188,0.000084200,0.000000010,0.000003154,-0.000000009,f
-5307.367614880,16018.761487965,31659.763676149,-4837.212229888,41665.743216390,-36749.958630398,39959.022327135,-0.025412464,0.076700207,0.151591646,-0.001083439,0.009332299,-0.008231261,0.008950027,0.228291853,0.008191901,0.001461328,0.000063095,0.000000013,0.000003663,-0.000000014,f
3081.621268657,20081.714552239,49198.177238806,-11913.389904488,-27235.900945367,14144.995301013,92665.653813488,0.010726294,0.069899040,0.171245605,-0.001791115,-0.004094772,0.002126625,0.013931787,0.241144645,0.010731340,0.000580363,0.000151270,0.000000044,0.000013520,0.000000007,f
-5896.724137931,11117.460591133,32952.068965517,-16452.084253440,27409.988788857,6866.404717416,52941.802615934,-0.035773279,0.067445586,0.199908206,-0.004953428,0.008252657,0.002067351,0.015939828,0.267353791,0.022665255,0.001463511,0.000227204,-0.000000007,-0.000014343,0.000000131,f
-7383.475935829,9858.534759358,32147.593582888,-36427.561726101,13244.803626069,19638.802996940,133167.755040178,-0.052785867,0.070480531,0.229829231,-0.013466387,0.004896283,0.007259990,0.049228893,0.300309763,0.036537399,0.008088376,0.001426732,0.000003012,0.000088460,0.000003797,f
-4393.359267735,10099.203661327,50196.128146453,-30380.589132268,10560.508260504,-355.764883306,107017.897533108,-0.023005615,0.052883995,0.262849615,-0.007610139,0.002645338,-0.000089117,0.026807284,0.315733610,0.046202595,0.002528304,0.000375065,0.000000355,0.000071491,0.000000086,f
-5133.369491525,22289.566101695,58317.552542373,-43210.672841138,36757.193082448,4451.959804654,53332.294903765,-0.014746824,0.064032077,0.167531033,-0.005110472,0.004347227,0.000526528,0.006307543,0.231563110,0.011581909,0.000624874,0.000025186,-0.000000003,-0.000002654,-0.000000001,f
-4269.454094293,10690.719602978,28691.379652605,-6870.371765112,11089.608790153,-13162.667586156,91598.583514461,-0.026288285,0.065825906,0.176661267,-0.002107258,0.003401368,-0.004037210,0.028094813,0.242487173,0.015048773,0.001387316,0.000675757,0.000000585,0.000076546,-0.000000294,f
-5590.834782609,14422.371739130,34706.295652174,-6071.113875236,9565.943591682,4402.775302458,46534.255122873,-0.026421714,0.068158657,0.164018410,-0.001337746,0.002107819,0.000970134,0.010253643,0.232177067,0.011981520,0.000232202,0.000088967,0.000000010,0.000003812,0.000000008,f
-5173.745327103,12631.221962617,29161.165887850,-6937.534664600,8315.501299241,-12370.947386234,62658.155351995,-0.028243435,0.068953740,0.159190573,-0.001830610,0.002194214,-0.003264326,0.016533629,0.228144313,0.011333452,0.000582084,0.000217324,0.000000062,0.000021181,-0.000000046,f
-3706.904923599,27297.456706282,48298.183361630,-62642.903367049,47547.078674973,1603.827632227,9532.164585021,-0.010685156,0.078684936,0.139219544,-0.007440183,0.005647232,0.000190489,0.001132148,0.217904480,0.004121129,0.000830632,0.000073870,0.000000018,0.000001920,0.000000005,f
